,user_id,first_order_time,first_order_price,age_month,city_num,platform_num,model_num,app_num,login_day,login_diff_time,distance_day,login_time,launch_time,chinese_subscribe_num,math_subscribe_num,add_friend,add_group,camp_num,learn_num,finish_num,study_num,coupon,course_order_num,main_home,main_home2,mainpage,schoolreportpage,main_mime,lightcoursetab,main_learnpark,partnergamebarrierspage,evaulationcenter,coupon_visit,click_buy,progress_bar,ppt,task,video_play,video_read,next_nize,answer_task,chapter_module,course_tab,slide_subscribe,baby_info,click_notunlocked,share,click_dialog,result
1986,2000002437856173,2018/12/21 14:49,0.0,47,包头,9.2969,7.6923,1,6,0.83,21,29,1,1,1,1,1,1,4,4,1,6,0,144,90,9,8,1,0,6,0,18,0,0,0,61,54,79,78,57,40,7,6,0,5,1,2,1,1
1987,2000002437856820,2018/12/21 15:01,0.0,59,武汉,9.2969,13.2395,1,3,2.0,98,17,0,1,0,1,1,1,2,2,1,1,1,41,22,3,4,0,3,0,0,0,0,0,0,18,12,17,38,14,6,3,1,3,5,2,0,1,1
1988,2000002437858232,2018/12/24 10:16,0.0,48,广州,9.2969,4.1152,1,6,1.0,12,25,2,1,0,1,1,1,3,4,0,2,0,100,156,31,20,4,7,6,2,13,0,0,0,34,24,52,47,29,319,27,8,5,6,9,9,1,1
1989,2000002438183971,2018/12/20 21:23,0.0,76,晋城,13.557,13.6229,1,5,0.8,12,32,2,1,0,1,1,2,3,3,1,2,1,65,67,12,8,1,2,0,0,0,2,0,0,34,28,66,39,36,5,12,16,2,4,2,13,3,1
1990,2000002438399988,2018/12/21 4:00,0.0,51,运城,9.2969,13.3198,1,5,1.0,19,23,0,1,0,1,1,1,3,3,1,1,1,85,37,2,3,1,0,1,0,6,0,0,0,57,19,30,55,31,28,0,1,2,7,1,2,1,1
1991,2000002438796519,2018/12/21 18:35,9.0,52,上海,13.557,10.9934,1,4,1.75,31,31,1,0,0,1,1,1,5,4,0,2,0,57,43,2,0,0,0,0,0,0,5,0,0,25,23,33,36,27,8,2,2,2,4,0,2,2,1
1992,2000002439496232,2018/12/21 16:33,9.0,74,徐州,13.557,13.6257,1,4,1.25,41,14,0,0,0,1,1,1,3,3,0,1,1,35,10,3,4,0,0,0,0,0,0,0,0,25,23,26,29,28,1,6,3,8,3,0,12,1,1
1995,2000002439513167,2018/12/21 19:35,0.0,60,商丘,9.2969,8.5873,1,5,1.0,26,27,1,1,1,1,1,1,5,5,1,0,0,82,81,8,13,1,1,3,0,4,0,0,0,25,19,19,49,21,11,8,81,6,5,2,10,1,1
1996,2000002439514421,2018/12/21 19:53,0.0,51,南京,13.557,14.8028,1,5,1.0,21,335,1,1,1,1,1,1,7,7,1,1,2,154,85,20,13,2,8,3,0,4,0,0,1,104,49,60,51,76,16,36,41,11,4,0,12,1,1
1997,2000002439525681,2018/12/21 21:11,0.0,56,广州,9.2969,16.9069,1,5,1.0,19,21,0,1,1,1,1,0,3,3,1,2,2,67,43,1,2,0,0,0,0,0,0,0,0,25,18,24,23,23,13,0,0,2,6,0,6,1,1
1999,2000002439535793,2019/3/6 11:28,9.9,45,洛阳,9.2969,5.9259,1,3,0.67,24,76,1,1,0,1,1,2,3,3,0,1,1,100,62,12,6,2,0,0,0,0,0,0,0,66,36,91,47,124,45,9,7,3,0,1,17,0,1
2000,2000002439538004,2018/12/22 8:31,9.0,65,大连,13.557,10.9934,1,1,0.0,110,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,2000002439538020,2018/12/22 8:34,0.0,76,东莞,9.2969,9.7056,1,5,0.8,24,23,0,1,0,1,1,1,3,3,0,1,0,84,48,5,16,3,1,2,0,4,0,0,0,36,29,44,71,28,18,17,37,7,7,1,18,1,1
2003,2000002439540747,2018/12/22 11:17,0.0,75,济宁,9.2969,6.2885,1,6,0.83,27,33,2,1,1,1,1,2,6,6,1,1,2,128,120,5,23,3,3,4,10,24,1,0,0,68,27,16,48,31,30,4,14,8,8,0,24,1,1
2005,2000002439617915,2018/12/21 20:16,0.0,66,许昌,9.2969,15.6268,1,5,1.0,18,41,2,1,0,1,1,2,3,3,1,1,4,91,51,11,17,2,1,4,0,12,0,0,0,45,27,15,41,31,30,20,10,6,5,4,7,1,1
2006,2000002439620050,2018/12/21 20:31,0.0,45,北海,9.2969,4.5209,1,7,0.86,47,35,2,1,1,1,1,2,6,6,1,1,0,102,50,3,6,0,0,0,0,0,0,0,84,42,27,42,36,38,29,19,1,2,5,0,12,1,1
2008,2000002439625449,2018/12/21 21:02,0.0,66,大理白族自治州,13.557,14.8028,1,5,1.0,71,123,1,1,1,1,1,2,6,6,1,0,0,204,283,32,15,6,2,10,0,28,0,0,0,39,26,28,30,31,12,37,139,4,3,6,6,2,1
2009,2000002439634171,2018/12/21 22:26,0.0,65,东莞,13.557,21.6821,1,6,1.17,75,14,0,0,0,1,1,2,4,4,0,3,0,63,18,4,5,0,0,0,0,0,0,0,0,51,40,43,23,47,3,5,4,4,3,0,9,1,1
2010,2000002439636503,2018/12/22 0:07,0.0,67,上海,9.2969,20.2564,1,4,1.25,25,14,1,0,0,1,1,1,3,3,0,2,1,67,20,2,1,2,0,0,0,0,2,0,0,34,24,22,37,29,12,3,1,2,0,1,7,1,1
2011,2000002439636654,2018/12/22 1:46,9.0,73,杭州,13.557,13.6229,1,3,1.0,94,179,0,1,0,1,1,1,2,2,0,2,0,21,8,3,2,0,0,0,0,0,0,0,0,18,14,14,13,18,2,5,6,6,3,0,4,2,1
2012,2000002439638546,2018/12/22 8:19,0.0,61,呼和浩特,9.2969,8.4537,1,5,1.4,70,14,0,0,0,1,1,1,1,1,0,3,0,65,31,2,1,0,0,0,0,1,1,0,0,46,24,21,26,36,15,2,1,4,5,0,2,2,1
2013,2000002439639421,2018/12/22 9:02,1.0,86,大连,9.2969,6.7901,1,5,0.8,13,24,0,1,0,1,1,1,3,2,1,0,2,77,37,4,1,1,0,0,0,0,0,0,0,35,24,51,44,31,16,2,1,0,5,1,4,1,1
2014,2000002439640798,2018/12/22 10:38,0.0,73,北京,9.2969,13.8517,1,3,2.33,15,32,0,0,0,1,1,1,1,1,1,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,1,1
2015,2000002439640998,2018/12/22 10:49,9.0,59,济南,9.2969,9.2025,1,8,0.88,16,82,3,1,1,1,1,2,6,6,1,2,3,150,148,3,16,0,1,1,0,6,4,0,0,65,28,75,90,31,22,8,28,4,5,0,16,1,1
2016,2000002439641214,2018/12/22 11:00,0.0,47,东莞,9.2969,5.8915,1,5,0.8,90,27,0,0,0,1,1,1,2,0,0,1,0,67,92,4,8,0,1,5,0,8,0,0,0,8,5,13,2,1,10,5,0,3,5,3,0,1,1
2017,2000002440845142,2018/12/22 15:16,9.0,59,绍兴,13.557,8.1782,1,2,0.5,168,5,1,1,0,1,1,2,0,0,0,3,1,7,27,6,2,0,3,0,0,0,3,0,0,4,0,0,0,2,18,2,8,0,3,0,0,1,1
2018,2000002440909316,2018/12/22 12:56,0.0,45,郑州,9.2969,15.748,1,8,0.88,16,99,3,1,0,1,1,2,7,6,1,3,4,144,182,9,8,4,3,1,0,6,4,0,0,60,29,47,66,72,70,23,83,10,7,5,5,1,1
2023,2000002441411487,2018/12/22 18:03,0.0,77,运城,13.557,12.0343,1,5,0.8,96,51,0,1,0,1,1,2,5,5,1,2,1,52,32,4,3,0,0,0,0,0,0,0,3,36,25,67,40,40,3,9,26,2,5,0,10,1,1
2024,2000002441413735,2018/12/22 18:30,0.0,81,北京,9.2969,9.621,1,5,0.8,26,11,0,1,1,1,1,2,2,2,1,3,3,98,76,3,6,0,4,0,0,0,0,0,0,34,24,32,43,28,12,7,90,4,5,1,3,1,1
2025,2000002441418932,2018/12/22 19:13,0.0,81,临汾,9.2969,15.6376,1,2,2.5,168,16,0,0,1,1,1,2,0,0,1,4,4,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,1,1
2026,2000002441422422,2018/12/22 19:36,0.0,78,衡阳,9.2969,8.2938,1,6,0.83,25,21,1,1,0,1,1,1,3,3,1,1,0,104,40,10,13,1,1,1,0,2,1,0,0,102,42,54,96,42,28,17,5,5,5,2,13,1,1
2027,2000002441436752,2018/12/22 21:27,0.0,56,邯郸,13.557,12.2061,1,6,1.0,72,30,2,1,0,1,1,3,2,2,0,1,0,76,44,13,1,0,1,0,0,0,0,0,0,9,33,45,23,45,1,6,52,2,4,1,2,1,1
2029,2000002441449307,2019/3/20 8:56,0.0,81,榆林,9.2969,13.2503,1,7,0.86,20,33,0,1,0,1,1,3,5,5,1,6,0,53,67,11,12,1,3,2,7,0,0,0,68,11,7,7,13,7,7,28,26,14,5,7,20,1,1
2030,2000002441449458,2018/12/23 7:55,0.0,64,衡阳,9.2969,8.5025,1,5,0.8,24,8,1,1,0,1,1,0,3,4,1,1,0,99,42,6,14,2,1,0,0,0,0,0,0,66,34,40,66,53,24,7,1,0,6,1,14,2,1
2031,2000002441449831,2018/12/23 8:26,0.0,45,上海,9.2969,13.3198,1,4,1.5,38,4,0,0,0,1,1,1,2,2,0,3,3,44,38,7,5,0,2,1,1,0,0,0,0,26,14,8,23,14,9,8,6,3,5,1,2,1,1
2032,2000002441450030,2018/12/23 8:21,1.0,87,郑州,9.2969,10.7143,1,5,0.8,27,12,1,0,0,1,1,0,5,5,0,1,0,86,54,8,3,0,0,1,0,1,0,0,0,34,25,15,51,28,22,31,3,11,5,14,8,1,1
2034,2000002441453004,2018/12/23 10:02,1.0,39,上海,9.2969,7.1165,1,4,0.75,108,9,0,1,1,1,1,0,2,3,1,3,2,57,59,14,12,1,1,0,0,0,0,0,0,0,13,57,37,106,2,13,8,0,5,3,13,1,1
2035,2000002441456049,2018/12/23 11:41,9.0,38,上海,13.557,8.1782,1,4,0.75,14,290,2,1,1,1,1,3,5,5,1,1,0,108,125,40,5,2,0,0,0,0,0,0,0,18,32,112,52,60,7,16,67,8,4,0,8,2,1
2037,2000002441456417,2018/12/23 11:46,1.0,58,上海,9.2969,9.8039,1,4,1.0,52,24,0,1,0,1,1,1,4,4,0,2,1,56,37,0,8,0,0,1,0,1,0,0,0,34,35,41,48,40,5,2,9,1,7,0,9,2,1
2038,2000002441457458,2018/12/23 12:09,1.0,52,沧州,9.2969,11.3667,1,4,0.75,22,32,0,1,1,1,1,0,1,3,1,1,0,94,72,8,12,0,1,0,0,0,0,0,0,21,24,51,50,65,8,3,40,2,6,0,12,1,1
2039,2000002441459015,2018/12/23 12:41,9.0,103,昆明,13.557,12.0343,1,4,0.75,17,30,0,1,0,1,1,1,4,4,0,1,1,67,31,8,8,0,0,0,0,4,0,0,0,35,28,24,28,36,1,11,5,9,3,0,14,1,1
2040,2000002441459368,2018/12/23 12:47,1.0,105,上海,13.557,24.0354,1,4,0.75,18,81,0,1,1,1,1,0,5,5,1,1,0,69,54,2,1,1,1,1,0,4,0,0,10,36,28,31,38,36,0,7,18,0,3,0,7,1,1
2041,2000002441460919,2018/12/23 13:18,1.0,57,镇江,13.557,16.9329,1,4,0.75,18,11,1,1,0,1,1,0,0,0,0,2,2,52,37,8,1,0,5,3,18,6,2,0,0,22,17,13,13,50,3,11,6,5,3,4,0,1,1
2047,2000002441503998,2018/12/22 16:09,0.0,53,重庆,13.557,12.2061,1,5,1.0,41,19,0,1,0,1,1,1,3,3,0,2,0,56,25,3,4,1,0,0,0,0,2,0,0,34,28,30,44,40,0,1,1,1,3,0,12,1,1
2048,2000002441504699,2018/12/22 16:23,0.0,69,牡丹江,9.2969,13.8517,1,6,1.17,26,21,0,1,0,1,1,2,3,3,1,1,3,66,50,0,5,1,0,0,0,0,0,0,0,24,15,20,20,21,8,5,0,0,5,0,10,1,1
2049,2000002441505399,2018/12/22 16:43,0.0,80,西安,13.557,5.6734,1,7,1.0,17,20,1,1,1,1,1,3,5,4,0,2,0,101,85,8,5,6,1,0,0,0,0,0,2,25,29,86,56,53,0,3,74,1,5,2,8,1,1
2050,2000002441511374,2018/12/22 18:06,0.0,79,重庆,9.2969,13.8298,1,6,1.17,1,9,0,1,1,1,1,1,6,6,1,4,0,54,28,0,9,0,0,0,0,0,0,0,0,25,18,35,20,21,9,0,0,0,5,0,8,1,1
2051,2000002441517183,2018/12/22 19:03,0.0,5,唐山,9.2969,6.4516,1,3,1.33,95,15,0,1,1,1,1,2,1,1,1,2,1,23,15,2,2,1,1,0,0,0,0,0,0,0,4,0,1,0,5,2,9,4,5,1,1,1,1
2052,2000002441525137,2018/12/22 20:03,0.0,57,临沂,9.2969,4.3353,1,5,0.8,20,71,2,1,1,1,1,1,4,4,1,1,1,142,87,12,19,1,3,2,0,5,0,0,0,70,49,132,75,49,35,7,4,8,5,3,17,1,1
2054,2000002441534763,2018/12/22 21:07,0.0,65,运城,9.2969,8.5873,1,7,0.86,15,29,3,0,1,1,1,1,5,5,1,2,0,146,119,5,12,2,4,0,0,3,0,0,0,84,50,44,61,49,34,8,5,3,5,1,12,1,1
2055,2000002441537812,2018/12/22 21:32,1.0,85,太原,9.2969,15.415,1,2,2.0,122,1,0,0,0,1,1,2,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2056,2000002441540832,2018/12/22 22:00,0.0,40,运城,9.2969,6.2079,1,6,0.83,25,59,0,1,0,1,1,2,10,6,1,1,0,123,88,8,16,0,1,1,0,1,0,0,0,36,25,36,35,30,23,14,2,5,7,0,13,2,1
2057,2000002441542465,2018/12/23 17:42,0.0,72,运城,9.2969,10.2919,1,5,0.8,19,49,1,1,0,1,1,0,5,5,1,2,1,112,50,7,12,0,2,0,0,0,0,0,97,48,32,60,64,35,18,17,46,6,7,1,3,1,1
2059,2000002441546709,2018/12/23 7:17,1.0,34,天津,9.2969,8.0204,1,6,0.83,21,12,2,1,0,1,1,1,3,1,1,3,0,62,53,0,0,0,0,0,0,0,2,0,0,8,14,23,15,23,9,2,30,0,5,0,3,1,1
2060,2000002441548312,2018/12/23 8:13,1.0,39,重庆,13.557,10.9934,1,5,0.8,5,106,1,0,0,1,1,1,5,3,1,1,0,84,74,20,3,3,4,1,0,5,0,0,6,0,45,209,106,107,16,25,36,11,3,2,0,2,1
2061,2000002441550555,2018/12/23 9:32,0.0,87,汕头,13.557,13.5328,1,6,1.0,18,12,0,0,0,1,1,0,5,5,0,3,0,71,48,12,1,0,2,1,0,3,1,0,0,30,29,40,37,42,15,21,10,5,3,6,5,1,1
2062,2000002441550761,2018/12/23 9:39,0.0,69,重庆,13.557,13.6229,1,3,1.0,133,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2063,2000002441552135,2018/12/23 10:27,0.0,52,潍坊,9.2969,11.7526,1,4,1.75,51,10,0,0,1,1,1,0,2,0,1,14,5,33,32,2,1,0,0,0,0,0,0,0,0,8,10,5,8,7,3,4,0,3,5,2,0,1,1
2065,2000002441553671,2018/12/23 11:06,0.0,53,沧州,9.2969,8.7649,1,5,1.2,28,8,0,0,1,1,1,2,3,1,1,2,1,32,30,3,0,0,0,0,0,0,0,0,0,9,4,3,1,8,3,2,12,3,7,0,0,1,1
2066,2000002441553704,2018/12/23 11:08,1.0,42,安阳,9.2969,6.25,1,5,0.8,39,40,0,0,0,1,1,0,3,4,0,2,2,105,59,11,19,1,2,3,0,8,0,0,0,48,37,69,51,66,23,16,26,7,5,10,15,1,1
2067,2000002441553902,2018/12/23 11:14,9.0,71,杭州,9.2969,15.3846,1,4,0.75,21,528,0,0,0,1,1,0,4,4,0,1,1,75,53,9,8,0,0,0,0,0,0,0,0,52,47,51,90,80,7,9,7,7,5,0,16,2,1
2068,2000002441950821,2018/12/21 17:14,0.0,56,淮安,9.2969,7.5893,1,5,0.8,25,37,1,1,0,1,1,1,4,4,0,1,0,100,42,1,15,0,0,3,0,14,0,0,0,44,37,30,37,39,19,1,0,1,7,0,13,1,1
2069,2000002444135990,2018/12/24 0:30,9.0,42,滨州,9.2969,8.169,1,7,1.14,29,18,2,0,0,1,1,2,5,0,0,2,2,63,88,18,3,1,1,0,0,0,7,0,0,0,14,2,0,0,20,15,26,8,5,4,0,1,1
2070,2000002444896577,2018/12/24 22:28,0.0,55,运城,13.557,13.6257,1,6,1.0,35,24,3,1,1,1,1,2,6,6,0,3,1,68,65,3,0,0,1,0,0,0,0,0,3,25,21,20,25,27,13,7,15,0,3,0,2,2,1
2071,2000002444897256,2018/12/23 15:26,0.0,49,衡阳,9.2969,5.9459,1,4,0.75,18,21,0,0,0,1,1,0,3,3,0,1,0,53,10,4,6,0,0,0,0,0,0,0,0,25,6,26,26,21,16,5,0,3,5,0,6,1,1
2073,2000002444902921,2018/12/23 17:29,0.0,73,运城,9.2969,7.1267,1,5,0.8,27,29,1,1,0,1,1,0,3,4,1,1,0,98,65,3,3,0,2,2,0,2,0,0,0,34,31,127,50,36,15,1,19,4,5,0,4,1,1
2074,2000002444903457,2018/12/23 17:34,0.0,76,运城,9.2969,8.92,1,4,0.75,22,50,0,1,1,1,1,0,3,4,1,2,1,141,143,11,20,13,2,5,0,19,0,0,0,34,27,62,59,28,17,4,35,0,5,1,11,1,1
2076,2000002444908331,2018/12/23 20:16,0.0,59,运城,9.2969,7.2897,1,8,0.88,22,32,1,0,0,1,1,1,10,6,1,2,1,164,137,23,7,2,4,1,0,6,0,0,418,0,19,231,101,116,23,63,115,4,8,11,2,1,1
2077,2000002444911662,2018/12/23 18:55,1.0,73,北京,9.2969,8.4495,1,4,0.75,23,48,0,1,1,1,1,0,4,4,1,1,1,83,25,4,1,1,0,1,0,5,0,0,0,37,46,40,71,55,34,33,18,3,5,0,2,1,1
2078,2000002444920374,2018/12/23 19:55,0.0,69,重庆,9.2969,5.9046,1,2,0.5,64,11,0,1,0,1,1,0,1,1,1,1,0,30,34,3,3,2,0,1,0,1,0,0,0,9,6,6,9,7,3,1,0,0,12,0,0,1,1
2079,2000002444927120,2018/12/23 20:37,0.0,72,衡阳,9.2969,8.8346,1,4,0.75,21,24,0,0,0,1,1,0,3,4,0,1,0,82,38,1,19,1,0,1,0,2,0,0,0,34,25,21,27,40,15,1,14,1,5,0,11,1,1
2081,2000002444933137,2018/12/23 21:13,0.0,57,中山,13.557,12.2061,1,7,1.0,23,10,0,0,0,1,1,1,3,3,0,1,0,54,24,0,4,0,0,0,0,0,0,0,0,34,29,37,44,39,0,0,0,0,3,0,8,1,1
2082,2000002444942874,2018/12/23 22:53,9.0,79,成都,9.2969,15.6268,1,5,0.8,16,58,1,1,1,1,1,0,5,6,0,0,0,100,49,10,12,3,1,2,0,7,0,0,0,43,29,23,41,35,22,25,11,11,5,4,8,1,1
2084,2000002444945119,2018/12/24 6:43,0.0,68,临沂,9.2969,13.3198,1,5,1.0,9,83,2,0,1,1,1,2,5,4,1,0,0,175,191,18,21,2,9,8,4,14,0,0,867,49,29,17,46,42,19,12,150,4,8,2,9,1,1
2085,2000002444950177,2018/12/24 10:23,0.0,62,衡阳,13.557,11.1924,1,6,1.0,33,69,0,1,1,1,1,1,4,4,0,5,0,49,28,4,4,1,2,0,0,6,0,0,0,43,29,44,40,38,0,9,3,11,3,3,8,2,1
2086,2000002444950365,2018/12/24 10:32,1.0,40,济源,9.2969,9.6639,1,4,1.25,24,23,0,1,1,1,1,2,7,4,1,4,2,100,77,1,6,0,0,0,0,0,0,0,0,29,22,22,30,21,12,26,37,3,7,1,11,1,1
2089,2000002444951257,2018/12/24 11:14,0.0,45,深圳,9.2969,14.2857,1,5,1.0,25,12,1,1,0,1,1,2,3,2,1,4,2,52,79,5,8,2,1,6,0,15,10,0,0,9,6,8,10,7,8,5,32,4,5,1,3,1,1
2091,2000002444952696,2018/12/24 17:11,0.0,58,衡阳,9.2969,7.1225,1,4,1.25,18,43,0,0,0,1,1,2,3,3,1,2,1,75,49,1,4,0,0,0,0,0,0,0,187,30,19,12,40,23,12,9,1,3,5,0,6,1,1
2093,2000002444956544,2018/12/24 13:14,0.0,76,衡阳,9.2969,13.8517,1,6,1.0,13,14,0,0,0,1,1,1,4,4,0,1,0,63,27,1,7,0,0,0,0,0,0,0,0,25,25,25,21,21,9,0,0,1,5,0,8,1,1
2094,2000002444956729,2018/12/24 15:53,0.0,81,北京,9.2969,8.8253,1,7,0.86,0,37,0,1,0,1,1,2,7,7,1,1,0,72,55,7,9,0,0,0,0,0,0,0,6,34,31,87,51,42,3,33,43,9,5,2,17,2,1
2095,2000002444958105,2018/12/24 14:22,0.0,66,张家界,9.2969,2.6801,1,6,1.0,28,127,1,1,0,1,1,2,6,6,1,1,0,165,134,10,13,0,2,0,0,2,0,0,0,105,45,63,47,90,57,18,42,5,5,5,8,1,1
2096,2000002444995575,2018/12/23 14:53,0.0,81,温州,9.2969,3.6574,1,4,0.75,28,155,0,1,0,1,1,0,4,5,1,2,1,105,58,6,2,1,1,0,0,0,0,0,157,52,33,26,60,37,19,12,9,3,7,0,2,1,1
2097,2000002444995741,2018/12/23 14:39,0.0,51,东莞,13.557,10.3925,1,3,1.0,46,2,0,1,0,1,1,0,1,2,0,1,0,67,40,9,5,1,0,1,0,1,0,0,0,51,26,36,19,40,1,3,9,0,3,0,6,1,1
2099,2000002444996878,2018/12/23 15:17,0.0,79,运城,9.2969,7.8788,1,3,0.67,44,46,0,1,1,1,1,0,1,2,1,1,2,45,17,3,2,1,0,2,0,4,0,0,0,25,17,15,19,22,11,4,0,5,5,0,2,1,1
2102,2000002445001935,2018/12/23 17:10,0.0,82,黔南布依族苗族自治州,9.2969,9.5122,1,6,1.17,20,17,0,1,0,1,1,0,4,6,0,1,0,96,36,7,4,0,0,2,0,5,0,0,0,34,32,50,74,54,18,5,1,4,5,5,9,1,1
2103,2000002445003878,2018/12/23 17:34,1.0,67,广州,13.557,13.5328,1,4,0.75,21,14,0,1,0,1,1,0,3,3,0,1,1,37,15,4,2,0,1,0,0,0,0,0,0,29,20,22,25,27,2,6,4,4,3,0,5,1,1
2104,2000002445007222,2018/12/23 18:10,0.0,42,中山,9.2969,10.2662,1,5,1.2,20,125,1,0,0,1,1,1,2,2,0,1,0,59,53,15,4,2,2,1,0,4,0,0,0,31,21,25,18,28,45,12,14,9,6,6,7,2,1
2106,2000002445011967,2018/12/23 18:50,0.0,75,中山,13.557,11.1924,1,3,2.0,23,77,0,1,0,1,1,1,3,3,0,1,0,47,13,1,0,0,0,0,0,0,0,0,0,51,25,38,31,59,2,4,2,5,3,1,6,1,1
2107,2000002445013709,2018/12/23 19:07,9.0,80,临沂,9.2969,3.2787,1,4,0.75,26,24,1,1,1,1,1,0,4,4,1,3,1,79,47,1,0,0,0,0,0,0,0,0,0,34,23,23,46,36,12,4,0,0,5,1,0,1,1
2109,2000002445017953,2018/12/23 19:39,0.0,69,中山,13.557,10.9934,1,3,1.67,24,65,0,1,0,1,1,1,2,2,0,1,0,38,23,4,1,0,0,0,0,0,0,0,0,27,22,49,34,27,9,8,4,7,4,3,2,2,1
2111,2000002445030278,2018/12/23 20:51,0.0,73,威海,9.2969,3.8153,1,5,0.8,3,97,0,1,1,1,1,0,9,7,1,2,0,176,145,28,14,4,0,3,0,5,2,0,319,124,50,76,135,78,80,48,37,8,5,2,7,1,1
2112,2000002445038505,2018/12/23 22:09,0.0,59,运城,9.2969,12.8028,1,5,0.8,12,50,1,0,0,1,1,0,3,4,1,1,0,108,118,30,13,0,8,0,0,0,1,0,0,53,41,32,58,42,46,27,6,8,5,21,8,2,1
2113,2000002445040650,2018/12/23 22:20,0.0,79,常州,9.2969,16.53,1,4,0.75,8,163,1,1,0,1,1,0,4,4,0,1,0,76,19,10,5,0,0,0,0,0,0,0,0,43,31,17,37,37,40,17,1,4,7,2,9,1,1
2114,2000002445043984,2018/12/23 23:40,0.0,79,包头,9.2969,11.3667,1,4,0.75,17,35,0,1,1,1,1,1,3,3,1,0,0,83,73,14,18,2,1,0,0,29,0,0,0,25,19,14,30,21,17,30,5,8,5,10,19,1,1
2117,2000002445049418,2018/12/24 10:00,0.0,5,衡阳,9.2969,4.7619,1,5,1.0,19,38,1,1,0,1,1,2,2,2,1,1,0,78,62,8,6,0,0,0,0,2,0,0,57,50,23,15,34,28,19,9,0,0,5,4,8,1,1
2119,2000002445052078,2018/12/24 11:32,0.0,55,衡阳,9.2969,13.2395,1,7,0.86,25,33,1,1,0,1,1,2,6,4,0,1,1,113,81,3,4,0,1,0,0,0,0,0,0,53,26,38,52,35,15,4,16,1,5,3,4,1,1
2120,2000002445052948,2018/12/24 11:51,0.0,58,衡阳,9.2969,8.92,1,5,1.2,22,28,0,1,0,1,1,2,5,4,0,2,6,118,57,3,4,0,0,0,0,0,0,0,26,82,33,46,56,45,21,8,34,2,5,0,4,1,1
2122,2000002445054077,2018/12/24 12:23,0.0,77,衡阳,13.557,14.8028,1,6,1.0,24,15,1,1,1,1,1,1,3,3,1,2,1,102,64,12,11,1,3,0,0,0,2,0,0,58,38,47,73,64,2,4,13,7,3,0,12,3,1
2123,2000002445057178,2018/12/24 13:53,0.0,67,衡阳,9.2969,8.4355,1,5,1.0,19,34,0,0,0,1,1,2,3,3,1,1,2,87,44,3,10,0,1,2,0,4,0,0,101,33,30,25,33,28,13,6,23,4,5,0,6,1,1
2124,2000002445057596,2018/12/24 14:08,0.0,56,衡阳,9.2969,7.0588,1,5,1.0,32,36,0,0,0,1,1,1,3,3,0,1,1,89,49,4,16,0,0,0,0,0,0,0,0,69,35,31,46,35,28,3,2,0,6,0,19,1,1
2125,2000002445058416,2018/12/24 14:43,0.0,55,烟台,9.2969,7.598,1,3,2.33,22,16,0,1,0,1,1,1,0,0,1,4,2,32,7,5,0,0,1,0,0,0,0,0,0,22,12,15,14,14,6,4,0,2,5,0,2,1,1
2128,2000002445319741,2018/12/23 12:46,0.0,43,洛阳,9.2969,7.0833,1,3,0.67,27,39,0,1,0,1,1,1,3,4,0,1,1,109,67,18,8,0,0,0,0,0,0,0,0,44,35,47,38,58,28,11,32,4,5,3,9,1,1
2129,2000002447511323,2018/12/23 19:06,0.0,57,中山,9.2969,5.5096,1,4,1.5,20,7,0,0,0,1,1,1,3,3,0,2,0,81,70,10,5,0,3,4,0,7,0,0,0,39,22,38,49,30,18,25,0,4,5,9,5,1,1
2131,2000002448229643,2018/12/25 22:35,9.0,73,徐州,9.2969,13.9519,1,6,0.83,18,12,3,0,0,1,1,1,3,2,0,3,0,56,68,3,3,1,1,1,0,3,0,0,0,31,21,23,32,25,7,4,0,10,5,3,3,2,1
2133,2000002448372168,2018/12/21 20:02,0.0,59,遂宁,13.557,13.6257,1,3,0.67,18,320,0,0,0,1,1,0,4,4,1,1,0,95,52,21,8,2,0,3,0,10,0,0,0,88,61,79,88,75,10,26,27,10,4,0,22,2,1
2137,2000002450395664,2018/12/24 16:03,0.0,78,北京,9.2969,9.3986,1,5,1.4,18,16,0,1,0,1,1,2,3,3,0,2,0,75,24,2,6,0,0,0,0,0,0,0,0,34,26,18,54,28,18,4,1,2,4,0,9,1,1
2139,2000002451155350,2018/12/24 20:25,9.0,78,济南,13.557,8.1782,1,8,0.88,23,176,3,1,0,1,1,1,4,4,0,2,1,94,93,12,1,0,0,0,0,0,0,0,0,52,41,33,64,55,8,21,20,9,3,3,10,2,1
2140,2000002451703698,2019/1/14 12:25,9.0,62,德阳,13.557,21.6821,1,7,2.14,20,121,2,0,0,1,1,2,4,4,1,4,0,70,111,11,3,2,3,8,0,2,7,0,0,34,27,28,44,42,1,24,18,0,3,0,6,3,1
