,user_id,age_month,learn_num,finish_num,ppt,task,share,result
1658,2000002421114376,77,2,1,186,27,5,1
1660,2000002421121309,91,4,4,25,18,9,1
1661,2000002421123038,86,3,3,25,22,2,1
1662,2000002421124144,66,5,5,50,32,9,1
1663,2000002421127862,37,4,3,53,39,1,1
1664,2000002421129662,46,3,2,57,23,1,1
1665,2000002421132256,84,2,0,24,12,2,1
1666,2000002421139015,90,4,4,47,31,4,1
1667,2000002421146721,78,3,2,56,36,3,1
1668,2000002421148235,104,8,8,34,24,25,1
1669,2000002421155051,92,4,4,34,25,10,1
1670,2000002421168331,79,0,0,0,0,0,1
1673,2000002421172767,66,2,2,46,37,6,1
1675,2000002421174049,93,5,5,16,13,6,1
1676,2000002421174450,65,2,2,17,12,4,1
1677,2000002421176219,57,3,3,36,19,6,1
1678,2000002421176830,67,3,3,26,21,7,1
1679,2000002421177073,57,2,2,33,19,4,1
1682,2000002421179523,73,5,5,38,35,13,1
1683,2000002421182373,49,5,5,47,32,27,1
1684,2000002421182631,50,1,1,26,18,2,1
1685,2000002421184270,53,2,2,52,24,26,1
1686,2000002421512126,88,5,3,40,23,4,1
1688,2000002421650732,74,2,2,17,14,2,1
1689,2000002421671348,81,2,2,25,14,5,1
1691,2000002421884875,77,4,4,34,24,11,1
1692,2000002423419264,41,3,3,25,18,3,1
1693,2000002423420914,58,6,6,38,24,13,1
1694,2000002423426729,53,2,2,43,50,23,1
1695,2000002423427225,75,3,3,34,26,1,1
1696,2000002423432115,78,5,5,81,41,15,1
1697,2000002423432350,53,4,4,34,24,8,1
1699,2000002423436954,54,6,5,122,52,15,1
1700,2000002423436963,94,3,3,0,0,8,1
1704,2000002423439418,67,5,1,146,40,2,1
1705,2000002423440637,76,1,1,17,13,4,1
1706,2000002423440812,57,1,1,26,12,4,1
1707,2000002423441445,78,0,0,17,14,7,1
1708,2000002423443591,54,1,1,28,24,8,1
1709,2000002423802278,71,5,5,34,30,8,1
1710,2000002423810248,94,3,3,25,18,8,1
1711,2000002423820532,75,1,1,18,7,1,1
1712,2000002423824883,94,0,0,0,0,0,1
1715,2000002423830101,80,5,5,51,41,13,1
1716,2000002423830671,86,8,8,0,28,23,1
1717,2000002423831769,74,3,3,55,32,8,1
1719,2000002423837591,69,1,1,35,18,4,1
1720,2000002423838772,54,6,6,62,36,4,1
1721,2000002423840531,74,7,7,34,24,12,1
1722,2000002423840755,69,1,1,31,12,2,1
1723,2000002424426354,53,2,2,41,22,5,1
1724,2000002424428772,80,4,4,56,37,11,1
1726,2000002426297533,56,3,3,43,25,15,1
1727,2000002426300827,48,3,3,34,27,7,1
1728,2000002426304727,69,4,4,42,31,2,1
1729,2000002426307156,56,3,3,40,21,5,1
1730,2000002426314433,77,5,5,34,24,3,1
1731,2000002426322593,77,1,0,0,1,0,1
1732,2000002426324565,80,4,4,0,15,9,1
1733,2000002426325513,76,3,2,25,18,2,1
1735,2000002426329104,50,2,2,34,25,9,1
1738,2000002426332201,77,4,4,45,35,9,1
1739,2000002426395976,54,5,3,75,25,3,1
1740,2000002426422430,86,3,3,0,15,6,1
1742,2000002426428759,55,6,6,77,76,22,1
1743,2000002426901461,79,0,0,9,5,0,1
1744,2000002427183212,74,2,3,34,31,3,1
1745,2000002427205572,56,2,2,25,22,7,1
1746,2000002427797865,56,3,2,89,40,2,1
1747,2000002427801575,73,5,5,37,26,10,1
1748,2000002427801785,59,5,4,42,36,9,1
1752,2000002427899797,78,2,2,38,28,9,1
1753,2000002427900246,55,0,1,22,9,0,1
1754,2000002427900922,70,2,3,35,28,11,1
1755,2000002428499211,74,2,2,34,24,10,1
1756,2000002428499455,53,1,2,19,15,15,1
1760,2000002428507918,82,3,2,25,19,9,1
1762,2000002428513527,60,4,4,36,30,9,1
1763,2000002428519262,75,3,3,25,18,10,1
1764,2000002428527558,64,4,5,34,25,18,1
1765,2000002428527730,88,0,0,0,0,0,1
1767,2000002428531113,44,9,6,59,52,12,1
1769,2000002428533011,59,2,2,20,14,4,1
1770,2000002428533358,85,2,2,17,15,5,1
1771,2000002428535556,61,3,3,25,21,5,1
1773,2000002428597460,78,4,4,17,12,4,1
1775,2000002428608519,83,4,4,34,35,13,1
1776,2000002428610807,51,4,4,142,51,12,1
1778,2000002428624007,62,2,2,25,18,6,1
1779,2000002428626168,81,1,1,0,0,0,1
1780,2000002428628020,74,2,1,37,14,3,1
1781,2000002428628080,117,0,0,17,14,7,1
1783,2000002428629925,43,2,2,0,9,7,1
1784,2000002428630602,48,2,2,65,28,7,1
1785,2000002428630765,75,2,2,33,18,6,1
1786,2000002428631156,64,1,0,0,1,0,1
1788,2000002428631803,57,2,2,25,19,9,1
1791,2000002429466887,60,3,4,46,31,12,1
1792,2000002430096540,82,3,2,27,16,5,1
1793,2000002431181329,56,8,8,55,66,25,1
1794,2000002432199259,68,3,3,36,27,8,1
1798,2000002432203992,52,3,3,34,26,12,1
1801,2000002432296233,75,3,2,25,24,8,1
1804,2000002432299061,51,7,5,51,39,14,1
1805,2000002432300630,76,1,1,17,14,5,1
1811,2000002432303926,72,2,2,48,36,8,1
1812,2000002432304090,72,3,0,60,33,0,1
1813,2000002432304450,50,3,3,66,26,6,1
1816,2000002432306687,77,4,4,43,36,13,1
1819,2000002433012970,68,2,0,0,1,0,1
1820,2000002433598042,46,2,2,33,26,0,1
1821,2000002433598262,66,3,3,44,22,10,1
1822,2000002433606950,54,4,4,34,24,21,1
1823,2000002433610568,32,1,1,0,4,0,1
1824,2000002433611853,79,3,3,33,37,9,1
1825,2000002433614633,69,8,8,34,31,11,1
1826,2000002433620744,77,3,2,33,29,20,1
1828,2000002433623918,67,7,4,52,34,6,1
1829,2000002433625678,42,5,5,38,25,9,1
1830,2000002433627221,69,4,4,34,25,7,1
1831,2000002433627306,15,4,4,34,27,5,1
1832,2000002433627420,5,3,0,0,2,0,1
1833,2000002433628303,65,2,2,34,23,6,1
1834,2000002433628527,66,3,3,93,45,18,1
1836,2000002433628740,63,5,4,17,15,7,1
1837,2000002433629280,79,2,2,17,12,2,1
1839,2000002433629693,59,7,6,34,42,26,1
1840,2000002433630052,62,4,5,34,24,10,1
1841,2000002433630371,55,1,1,9,7,2,1
1842,2000002433630758,72,3,2,98,39,7,1
1843,2000002433633294,59,6,5,51,26,13,1
1844,2000002433634049,50,2,2,22,16,4,1
1845,2000002433634875,55,1,1,9,6,1,1
1846,2000002433635414,64,2,2,36,21,5,1
1850,2000002433636663,8,2,2,0,13,2,1
1852,2000002433637169,63,4,4,37,26,8,1
1854,2000002433638352,93,2,2,0,14,7,1
1855,2000002433638489,50,8,4,25,29,8,1
1856,2000002433696229,65,3,0,34,15,0,1
1857,2000002433700798,88,2,1,21,13,2,1
1858,2000002433702672,75,3,3,52,38,8,1
1859,2000002433704597,68,3,3,34,28,11,1
1860,2000002433705045,78,4,4,34,30,7,1
1863,2000002433727612,71,2,2,31,18,7,1
1864,2000002433728862,67,2,2,33,24,7,1
1866,2000002433730409,57,5,0,67,24,0,1
1867,2000002433731658,68,2,2,27,23,7,1
1868,2000002433733222,73,2,2,27,21,11,1
1869,2000002433734025,77,14,12,36,27,15,1
1870,2000002433736627,62,3,3,61,39,12,1
1873,2000002433740309,49,1,0,9,5,0,1
1877,2000002435707971,58,7,7,62,43,7,1
1879,2000002435895945,91,2,2,24,15,1,1
1881,2000002435906857,99,3,3,0,0,12,1
1882,2000002435908031,71,8,7,37,25,12,1
1885,2000002436078449,58,2,2,25,21,13,1
1886,2000002436198534,68,2,2,33,23,9,1
1888,2000002436218371,79,5,4,42,27,11,1
1889,2000002436223918,73,2,2,25,19,9,1
1890,2000002436232240,58,4,4,17,12,5,1
1891,2000002436237864,77,3,3,32,30,2,1
1892,2000002436238628,38,10,10,41,46,32,1
1893,2000002436239893,55,3,3,29,18,5,1
1894,2000002436243141,82,7,7,25,21,11,1
1896,2000002436252476,84,6,6,0,0,12,1
1897,2000002436254053,89,4,4,17,12,19,1
1899,2000002436260604,75,3,2,25,22,9,1
1902,2000002436271425,50,4,3,128,37,11,1
1903,2000002436271509,61,5,2,105,24,2,1
1904,2000002436279162,90,2,2,0,0,5,1
1907,2000002436292002,102,3,3,25,20,2,1
1909,2000002436304124,64,6,6,25,18,4,1
1910,2000002436308274,89,1,1,0,4,5,1
1911,2000002436313768,76,4,4,34,26,3,1
1912,2000002436314542,57,3,3,30,21,13,1
1913,2000002436318388,65,0,0,0,0,0,1
1914,2000002436324154,60,2,0,236,80,0,1
1916,2000002436329909,69,4,4,34,24,7,1
1917,2000002436333718,5,5,5,49,63,1,1
1918,2000002436334662,77,4,4,34,34,11,1
1919,2000002436336430,10,2,2,42,32,2,1
1925,2000002436343178,96,2,2,17,12,6,1
1926,2000002436346510,63,9,6,60,47,9,1
1929,2000002436355834,54,2,0,8,5,0,1
1930,2000002436362922,79,3,3,46,35,12,1
1931,2000002436367434,80,6,6,38,29,7,1
1935,2000002436384665,55,2,2,58,28,7,1
1937,2000002436391589,69,10,10,43,26,14,1
1938,2000002436969416,65,6,5,35,31,12,1
1940,2000002436981055,61,2,2,25,18,19,1
1941,2000002437199411,79,2,2,26,14,5,1
1943,2000002437347609,53,6,6,34,30,6,1
1946,2000002437704099,79,3,3,26,21,6,1
1949,2000002437715559,66,16,16,76,61,44,1
1950,2000002437716537,31,3,3,41,55,12,1
1951,2000002437726162,85,6,5,29,18,11,1
1952,2000002437728022,54,3,1,18,13,0,1
1953,2000002437743179,75,2,2,80,38,3,1
1954,2000002437747084,70,5,5,41,26,9,1
1955,2000002437747563,69,2,2,55,24,1,1
1956,2000002437747902,58,1,1,9,6,4,1
1958,2000002437748671,62,1,2,25,21,14,1
1959,2000002437748852,63,8,8,42,26,8,1
1960,2000002437751227,74,4,2,38,19,1,1
1961,2000002437752685,56,3,3,67,43,12,1
1962,2000002437754856,79,1,1,33,43,6,1
1963,2000002437755716,43,8,8,9,28,28,1
1965,2000002437757260,77,5,5,0,20,5,1
1967,2000002437758632,75,5,5,62,43,16,1
1968,2000002437759710,96,7,7,0,0,14,1
1969,2000002437760983,41,0,0,0,0,0,1
1970,2000002437763438,69,6,4,92,35,11,1
1971,2000002437800668,91,3,3,63,47,5,1
1972,2000002437801053,76,2,2,25,24,6,1
1973,2000002437809618,67,2,2,0,0,0,1
1975,2000002437826163,74,0,0,0,7,0,1
1976,2000002437826742,69,7,6,25,20,8,1
1977,2000002437831057,58,3,3,49,29,6,1
1978,2000002437838807,57,4,3,82,52,3,1
1979,2000002437838853,77,7,7,36,22,3,1
1980,2000002437843728,61,3,2,32,22,6,1
1981,2000002437843812,65,4,4,45,37,10,1
1984,2000002437850725,74,5,5,39,32,14,1
1985,2000002437852183,70,2,2,25,19,8,1
1986,2000002437856173,47,4,4,61,54,2,1
1987,2000002437856820,59,2,2,18,12,0,1
1988,2000002437858232,48,3,4,34,24,9,1
1989,2000002438183971,76,3,3,34,28,13,1
1990,2000002438399988,51,3,3,57,19,2,1
1991,2000002438796519,52,5,4,25,23,2,1
1992,2000002439496232,74,3,3,25,23,12,1
1995,2000002439513167,60,5,5,25,19,10,1
1996,2000002439514421,51,7,7,104,49,12,1
1997,2000002439525681,56,3,3,25,18,6,1
1999,2000002439535793,45,3,3,66,36,17,1
2000,2000002439538004,65,0,0,0,0,0,1
2001,2000002439538020,76,3,3,36,29,18,1
2003,2000002439540747,75,6,6,68,27,24,1
2005,2000002439617915,66,3,3,45,27,7,1
2006,2000002439620050,45,6,6,42,27,12,1
2008,2000002439625449,66,6,6,39,26,6,1
2009,2000002439634171,65,4,4,51,40,9,1
2010,2000002439636503,67,3,3,34,24,7,1
2011,2000002439636654,73,2,2,18,14,4,1
2012,2000002439638546,61,1,1,46,24,2,1
2013,2000002439639421,86,3,2,35,24,4,1
2014,2000002439640798,73,1,1,0,0,0,1
2015,2000002439640998,59,6,6,65,28,16,1
2016,2000002439641214,47,2,0,8,5,0,1
2017,2000002440845142,59,0,0,4,0,0,1
2018,2000002440909316,45,7,6,60,29,5,1
2023,2000002441411487,77,5,5,36,25,10,1
2024,2000002441413735,81,2,2,34,24,3,1
2025,2000002441418932,81,0,0,0,0,0,1
2026,2000002441422422,78,3,3,102,42,13,1
2027,2000002441436752,56,2,2,9,33,2,1
2029,2000002441449307,81,5,5,11,7,20,1
2030,2000002441449458,64,3,4,66,34,14,1
2031,2000002441449831,45,2,2,26,14,2,1
2032,2000002441450030,87,5,5,34,25,8,1
2034,2000002441453004,39,2,3,0,13,13,1
2035,2000002441456049,38,5,5,18,32,8,1
2037,2000002441456417,58,4,4,34,35,9,1
2038,2000002441457458,52,1,3,21,24,12,1
2039,2000002441459015,103,4,4,35,28,14,1
2040,2000002441459368,105,5,5,36,28,7,1
2041,2000002441460919,57,0,0,22,17,0,1
2047,2000002441503998,53,3,3,34,28,12,1
2048,2000002441504699,69,3,3,24,15,10,1
2049,2000002441505399,80,5,4,25,29,8,1
2050,2000002441511374,79,6,6,25,18,8,1
2051,2000002441517183,5,1,1,0,4,1,1
2052,2000002441525137,57,4,4,70,49,17,1
2054,2000002441534763,65,5,5,84,50,12,1
2055,2000002441537812,85,0,0,0,0,0,1
2056,2000002441540832,40,10,6,36,25,13,1
2057,2000002441542465,72,5,5,48,32,3,1
2059,2000002441546709,34,3,1,8,14,3,1
2060,2000002441548312,39,5,3,0,45,0,1
2061,2000002441550555,87,5,5,30,29,5,1
2062,2000002441550761,69,0,0,0,0,0,1
2063,2000002441552135,52,2,0,8,10,0,1
2065,2000002441553671,53,3,1,9,4,0,1
2066,2000002441553704,42,3,4,48,37,15,1
2067,2000002441553902,71,4,4,52,47,16,1
2068,2000002441950821,56,4,4,44,37,13,1
2069,2000002444135990,42,5,0,0,14,0,1
2070,2000002444896577,55,6,6,25,21,2,1
2071,2000002444897256,49,3,3,25,6,6,1
2073,2000002444902921,73,3,4,34,31,4,1
2074,2000002444903457,76,3,4,34,27,11,1
2076,2000002444908331,59,10,6,0,19,2,1
2077,2000002444911662,73,4,4,37,46,2,1
2078,2000002444920374,69,1,1,9,6,0,1
2079,2000002444927120,72,3,4,34,25,11,1
2081,2000002444933137,57,3,3,34,29,8,1
2082,2000002444942874,79,5,6,43,29,8,1
2084,2000002444945119,68,5,4,49,29,9,1
2085,2000002444950177,62,4,4,43,29,8,1
2086,2000002444950365,40,7,4,29,22,11,1
2089,2000002444951257,45,3,2,9,6,3,1
2091,2000002444952696,58,3,3,30,19,6,1
2093,2000002444956544,76,4,4,25,25,8,1
2094,2000002444956729,81,7,7,34,31,17,1
2095,2000002444958105,66,6,6,105,45,8,1
2096,2000002444995575,81,4,5,52,33,2,1
2097,2000002444995741,51,1,2,51,26,6,1
2099,2000002444996878,79,1,2,25,17,2,1
2102,2000002445001935,82,4,6,34,32,9,1
2103,2000002445003878,67,3,3,29,20,5,1
2104,2000002445007222,42,2,2,31,21,7,1
2106,2000002445011967,75,3,3,51,25,6,1
2107,2000002445013709,80,4,4,34,23,0,1
2109,2000002445017953,69,2,2,27,22,2,1
2111,2000002445030278,73,9,7,124,50,7,1
2112,2000002445038505,59,3,4,53,41,8,1
2113,2000002445040650,79,4,4,43,31,9,1
2114,2000002445043984,79,3,3,25,19,19,1
2117,2000002445049418,5,2,2,50,23,8,1
2119,2000002445052078,55,6,4,53,26,4,1
2120,2000002445052948,58,5,4,82,33,4,1
2122,2000002445054077,77,3,3,58,38,12,1
2123,2000002445057178,67,3,3,33,30,6,1
2124,2000002445057596,56,3,3,69,35,19,1
2125,2000002445058416,55,0,0,22,12,2,1
2128,2000002445319741,43,3,4,44,35,9,1
2129,2000002447511323,57,3,3,39,22,5,1
2131,2000002448229643,73,3,2,31,21,3,1
2133,2000002448372168,59,4,4,88,61,22,1
2137,2000002450395664,78,3,3,34,26,9,1
2139,2000002451155350,78,4,4,52,41,10,1
2140,2000002451703698,62,4,4,34,27,6,1
2145,2000002451808321,81,2,2,17,14,2,1
2146,2000002451809321,71,2,3,38,28,10,1
2147,2000002452096334,46,2,2,101,65,6,1
2148,2000002452099336,70,6,6,42,25,17,1
2153,2000002452119636,84,9,9,34,31,13,1
2154,2000002452121076,107,5,3,18,12,18,1
2156,2000002452202121,76,2,2,26,18,18,1
2157,2000002452209870,90,0,0,0,0,0,1
2158,2000002452210961,76,5,5,60,42,6,1
2159,2000002452217206,53,4,3,77,24,2,1
2160,2000002452218998,79,0,0,26,17,5,1
2164,2000002453700694,70,6,6,49,29,8,1
2165,2000002453796453,35,2,2,0,9,4,1
2166,2000002453802799,78,4,4,43,24,16,1
2167,2000002455596978,53,4,4,36,28,4,1
2169,2000002455604923,69,5,5,48,36,24,1
2170,2000002455605307,50,5,5,65,34,14,1
2171,2000002455608351,73,2,2,25,18,8,1
2172,2000002455637095,110,3,3,0,0,8,1
2173,2000002455643223,72,3,3,35,23,5,1
2174,2000002455645455,73,3,3,44,31,12,1
2175,2000002455648313,68,9,9,25,33,18,1
2178,2000002455658823,68,3,3,43,35,5,1
2180,2000002455669161,79,9,8,38,24,5,1
2181,2000002455675726,79,5,4,43,28,2,1
2182,2000002455690544,86,6,6,34,24,8,1
2186,2000002455714938,39,4,2,41,22,11,1
2187,2000002455715777,64,6,5,48,34,4,1
2188,2000002455722698,41,9,9,34,28,8,1
2189,2000002455730808,50,3,3,0,0,0,1
2190,2000002455733855,56,7,4,25,21,7,1
2191,2000002455735049,81,1,1,40,28,10,1
2192,2000002455735250,84,13,12,34,40,10,1
2193,2000002455741241,10,2,2,38,21,14,1
2195,2000002455746431,70,3,4,62,45,1,1
2196,2000002455752696,77,6,6,52,32,10,1
2197,2000002455756618,55,7,7,40,27,9,1
2198,2000002455756670,89,3,3,40,34,4,1
2199,2000002455759886,69,3,3,45,26,6,1
2200,2000002455760351,57,4,3,48,24,7,1
2201,2000002455786337,59,3,3,53,44,6,1
2205,2000002456789111,62,5,5,35,27,8,1
2206,2000002457232328,69,4,4,34,32,2,1
2207,2000002458401141,61,2,2,23,13,5,1
2209,2000002458409629,75,10,10,58,35,10,1
2210,2000002458434268,12,2,0,0,1,1,1
2211,2000002458438152,61,1,2,25,17,6,1
2212,2000002458451502,57,6,7,74,37,9,1
2216,2000002458501181,58,3,0,44,13,0,1
2217,2000002458504132,55,3,3,43,18,12,1
2218,2000002458509268,58,7,7,141,79,10,1
2220,2000002458515928,76,3,4,56,28,2,1
2221,2000002458518458,52,5,5,34,25,13,1
2222,2000002458527450,62,3,4,36,33,2,1
2224,2000002458530379,54,3,3,25,21,1,1
2226,2000002458553124,30,5,5,0,19,12,1
2228,2000002458556408,76,1,1,0,0,0,1
2229,2000002458556795,54,0,0,0,0,0,1
2231,2000002458673728,76,4,4,47,35,6,1
2232,2000002459331277,42,3,2,89,47,0,1
2233,2000002461997818,13,4,3,0,0,12,1
2235,2000002462899311,72,8,6,31,21,9,1
2239,2000002464205530,80,7,7,60,35,12,1
2240,2000002464211195,63,5,3,17,16,5,1
2242,2000002464221108,65,1,1,9,7,3,1
2243,2000002464222581,38,2,2,65,30,5,1
2244,2000002464223715,72,2,2,24,16,5,1
2245,2000002464226483,62,1,2,30,18,8,1
2247,2000002464230226,79,0,1,26,18,6,1
2248,2000002464230258,62,2,3,41,33,6,1
2250,2000002464232575,49,0,1,21,15,8,1
2251,2000002464232855,53,3,2,128,47,4,1
2252,2000002464233523,70,7,8,43,29,7,1
2254,2000002464234044,71,5,5,34,25,5,1
2258,2000002464298331,76,4,5,66,40,23,1
2259,2000002464307712,65,5,6,32,25,10,1
2260,2000002464307776,88,2,3,34,24,13,1
2261,2000002464321242,33,8,8,107,33,8,1
2265,2000002464338645,62,1,3,9,17,4,1
2266,2000002464341607,62,2,2,34,30,10,1
2268,2000002464809126,81,2,3,30,21,0,1
2271,2000002466124308,43,4,5,34,31,11,1
2273,2000002466696636,72,1,1,8,6,4,1
2274,2000002466696930,74,0,0,0,0,0,1
2279,2000002466703556,71,1,1,17,12,9,1
2282,2000002466718736,77,2,2,17,14,5,1
2284,2000002466724633,65,0,1,25,20,14,1
2287,2000002466736976,65,2,2,58,35,10,1
2288,2000002466740006,80,4,4,27,21,22,1
2289,2000002466742999,75,2,2,25,23,9,1
2290,2000002466746725,44,6,6,0,16,3,1
2294,2000002466765388,54,4,4,37,19,9,1
2295,2000002466765423,68,3,2,12,12,4,1
2297,2000002466769824,86,3,3,0,28,8,1
2300,2000002466785531,105,3,3,0,0,15,1
2302,2000002466789627,77,5,5,36,24,8,1
2303,2000002466795257,50,1,0,34,17,0,1
2304,2000002466796401,69,0,1,47,20,10,1
2306,2000002466798677,0,1,1,29,17,4,1
2307,2000002466799041,71,2,2,41,23,9,1
2310,2000002466808707,41,1,1,28,13,10,1
2312,2000002466819325,62,2,3,50,35,15,1
2313,2000002466825584,68,1,1,9,7,3,1
2314,2000002466834779,66,2,2,25,18,10,1
2315,2000002466837857,119,1,1,0,0,1,1
2316,2000002466838736,87,4,2,25,22,6,1
2317,2000002466839701,78,3,3,25,19,8,1
2320,2000002466850777,49,3,2,34,28,21,1
2321,2000002466865183,89,3,3,0,17,10,1
2323,2000002466869069,53,2,2,30,24,6,1
2324,2000002466874381,78,0,0,0,0,0,1
2325,2000002466877875,65,3,3,0,0,0,1
2326,2000002466883930,65,7,7,73,38,21,1
2330,2000002466888920,75,4,4,25,20,8,1
2331,2000002466889554,92,3,3,0,12,4,1
2333,2000002467697956,67,0,0,0,0,0,1
2335,2000002467706042,94,10,10,29,18,16,1
2336,2000002467719253,77,6,3,34,27,53,1
2338,2000002467816059,63,8,8,0,0,7,1
2339,2000002467925072,76,2,2,58,28,8,1
2340,2000002468679677,86,8,8,0,20,7,1
2341,2000002468785148,88,0,0,0,0,0,1
2342,2000002468922099,44,4,4,17,15,2,1
2343,2000002468927062,70,2,2,33,29,3,1
2344,2000002469035549,56,3,3,62,29,20,1
2345,2000002469902157,81,0,0,9,8,1,1
2347,2000002470731755,51,6,6,41,25,7,1
2348,2000002470776185,73,2,2,32,18,4,1
2349,2000002470854684,64,3,3,26,21,10,1
2351,2000002472304138,79,0,0,0,0,0,1
2352,2000002472331583,76,4,4,38,28,3,1
2354,2000002472347443,79,6,5,33,21,39,1
2355,2000002472364628,88,6,5,59,34,5,1
2357,2000002472366771,103,0,0,0,0,0,1
2359,2000002472371278,82,8,8,46,25,5,1
2361,2000002472387989,50,5,5,0,0,0,1
2362,2000002472397605,77,14,14,34,27,7,1
2363,2000002472399464,78,5,5,17,17,5,1
2366,2000002472411777,56,7,7,35,35,14,1
2367,2000002472416319,89,3,3,25,18,4,1
2368,2000002472418119,61,4,4,34,24,17,1
2369,2000002472418559,80,0,0,0,0,0,1
2371,2000002472427519,70,2,2,44,55,29,1
2374,2000002472443212,67,5,4,40,30,14,1
2375,2000002472445926,63,5,5,70,35,10,1
2376,2000002472452083,68,3,3,57,22,6,1
2377,2000002472458623,77,4,4,34,24,15,1
2378,2000002472471516,59,2,2,17,15,5,1
2379,2000002472472163,102,3,2,28,17,6,1
2380,2000002472473375,92,12,9,74,48,16,1
2381,2000002472476293,81,8,8,25,17,12,1
2382,2000002472482384,72,2,2,0,0,7,1
2384,2000002472483921,46,7,4,57,71,20,1
2385,2000002472489427,76,0,0,0,0,0,1
2386,2000002473382407,8,5,4,34,24,16,1
2387,2000002473522444,92,3,3,16,12,4,1
2388,2000002474508313,93,6,4,0,0,13,1
2390,2000002474692597,75,4,4,25,19,6,1
2391,2000002474911047,57,3,3,36,29,0,1
2395,2000002475215354,80,4,4,61,28,7,1
2396,2000002475217199,79,2,2,25,20,7,1
2397,2000002475222465,70,4,2,29,16,5,1
2398,2000002475224807,78,5,3,66,28,5,1
2399,2000002475224963,58,5,5,63,45,10,1
2400,2000002475228687,62,2,2,25,20,6,1
2401,2000002475235935,58,2,2,70,30,11,1
2402,2000002475236297,86,3,1,19,17,4,1
2404,2000002475249196,52,6,6,32,18,10,1
2405,2000002475264212,69,4,4,62,28,8,1
2406,2000002475264229,80,3,3,41,25,11,1
2407,2000002475268400,92,8,9,42,29,25,1
2409,2000002475270973,59,5,5,40,24,3,1
2410,2000002475271922,77,5,5,34,25,2,1
2414,2000002475277586,62,0,0,0,0,0,1
2415,2000002475280611,76,6,6,34,24,16,1
2416,2000002475283980,72,7,7,35,25,8,1
2417,2000002475284093,86,6,4,17,7,21,1
2418,2000002475305426,77,9,9,213,89,54,1
2421,2000002475328919,74,7,6,45,35,13,1
2422,2000002475329833,64,10,8,62,31,13,1
2423,2000002475340217,83,6,3,39,22,12,1
2424,2000002475341767,78,2,2,51,29,8,1
2425,2000002475342651,104,2,1,0,0,4,1
2426,2000002475347668,75,4,4,34,26,9,1
2432,2000002475367360,81,3,2,17,12,2,1
2433,2000002475388495,58,6,6,85,32,3,1
2434,2000002476021538,69,2,2,29,20,9,1
2436,2000002476161970,90,6,6,33,23,8,1
2438,2000002479198864,63,8,8,34,28,5,1
2440,2000002479209839,82,4,4,34,25,15,1
2441,2000002479210046,51,4,4,68,38,2,1
2442,2000002479212821,69,2,2,43,22,10,1
2443,2000002479213619,46,2,2,34,21,11,1
2444,2000002479213787,59,2,2,17,14,6,1
2445,2000002479214681,77,4,4,43,29,10,1
2447,2000002479215573,95,5,5,44,31,13,1
2449,2000002479221555,41,5,5,41,27,2,1
2451,2000002479604021,76,4,2,47,27,0,1
2453,2000002479612570,49,6,5,78,25,13,1
2454,2000002479614619,71,4,4,50,25,12,1
2456,2000002479617157,73,1,1,17,15,4,1
2457,2000002479618179,56,1,1,18,14,4,1
2458,2000002479618182,55,1,1,64,33,8,1
2460,2000002479620800,76,1,1,27,18,7,1
2461,2000002480113157,73,2,0,40,11,0,1
2462,2000002480233328,63,1,1,17,13,4,1
2463,2000002480796374,50,0,0,0,0,0,1
2464,2000002480797340,67,4,4,34,26,11,1
2466,2000002480800762,57,5,5,91,56,10,1
2468,2000002480813581,40,2,2,18,13,2,1
2469,2000002480818963,83,3,3,29,19,6,1
2470,2000002480821730,80,5,4,25,5,5,1
2471,2000002480823218,57,2,2,25,18,6,1
2473,2000002480825752,39,3,3,68,52,16,1
2474,2000002480827602,91,5,5,46,29,8,1
2475,2000002480827628,70,0,0,0,0,0,1
2476,2000002480827723,88,4,5,34,24,2,1
2477,2000002480828115,95,7,7,16,12,13,1
2478,2000002480829380,47,4,5,34,25,9,1
2479,2000002480830625,48,3,1,10,11,3,1
2480,2000002480833056,56,5,6,34,24,1,1
2481,2000002480836850,78,3,3,45,39,18,1
2482,2000002480836871,59,4,5,48,26,6,1
2484,2000002480841223,86,2,3,63,26,16,1
2485,2000002480841521,55,3,2,43,28,14,1
2486,2000002480841523,52,5,5,59,41,11,1
2487,2000002480844768,48,1,1,25,11,2,1
2488,2000002480848683,79,3,4,72,40,31,1
2489,2000002480850849,65,5,6,59,43,18,1
2490,2000002480856956,70,4,4,65,38,4,1
2491,2000002480863930,2,2,2,0,0,0,1
2492,2000002480867253,74,1,1,36,26,8,1
2495,2000002481014789,94,8,8,38,25,16,1
2496,2000002481015002,49,4,4,26,20,10,1
2497,2000002481019833,77,2,2,33,19,3,1
2498,2000002481021081,62,5,5,38,27,15,1
2499,2000002481022616,69,5,5,74,51,3,1
2505,2000002481035315,0,3,1,64,21,7,1
2506,2000002481035775,46,4,5,52,41,16,1
2507,2000002481036160,66,3,3,50,44,13,1
2508,2000002481037138,56,2,2,33,24,23,1
2509,2000002481037358,76,4,3,32,16,6,1
2510,2000002481038049,61,2,2,63,34,13,1
2511,2000002481038560,50,5,5,34,30,13,1
2512,2000002481039610,55,3,2,51,24,0,1
2513,2000002481057714,4,3,3,25,17,9,1
2516,2000002481065552,68,7,7,44,25,10,1
2520,2000002483898823,76,0,0,0,0,0,1
2521,2000002484097135,77,8,9,34,28,3,1
2522,2000002484523109,64,4,4,88,22,5,1
